CustomerKey,CustomerType,AcquisitionDate
C-0883,Individual,25-08-2022
C-0884,Business,25-08-2022
C-0885,Individual,25-08-2022
C-0886,Individual,25-08-2022
C-0887,Individual,26-08-2022
C-0888,Business,26-08-2022
C-0889,Individual,26-08-2022
C-0890,Individual,26-08-2022
C-0891,Individual,27-08-2022
C-0892,Individual,27-08-2022
C-0893,Business,27-08-2022
C-0894,Individual,28-08-2022
C-0895,Individual,28-08-2022
C-0896,Business,28-08-2022
C-0897,Business,28-08-2022
C-0898,Individual,29-08-2022
C-0899,Individual,29-08-2022
C-0900,Individual,29-08-2022
C-0901,Individual,29-08-2022
C-0902,Business,30-08-2022
C-0903,Business,30-08-2022
C-0904,Individual,30-08-2022
C-0905,Business,30-08-2022
C-0906,Individual,31-08-2022
C-0907,Individual,31-08-2022
C-0908,Individual,31-08-2022
C-0909,Individual,01-09-2022
C-0910,Individual,01-09-2022
C-0911,Business,01-09-2022
C-0912,Individual,01-09-2022
C-0913,Individual,02-09-2022
C-0914,Individual,02-09-2022
C-0915,Individual,02-09-2022
C-0916,Individual,02-09-2022
C-0917,Business,03-09-2022
C-0918,Individual,03-09-2022
C-0919,Business,03-09-2022
C-0920,Individual,03-09-2022
C-0921,Individual,04-09-2022
C-0922,Individual,04-09-2022
C-0923,Individual,04-09-2022
C-0924,Individual,05-09-2022
C-0925,Individual,05-09-2022
C-0926,Business,05-09-2022
C-0927,Individual,05-09-2022
C-0928,Individual,06-09-2022
C-0929,Individual,06-09-2022
C-0930,Individual,06-09-2022
C-0931,Individual,06-09-2022
C-0932,Individual,07-09-2022
C-0933,Individual,07-09-2022
C-0934,Individual,07-09-2022
C-0935,Individual,07-09-2022
C-0936,Individual,08-09-2022
C-0937,Individual,08-09-2022
C-0938,Individual,08-09-2022
C-0939,Individual,09-09-2022
C-0940,Individual,09-09-2022
C-0941,Individual,09-09-2022
C-0942,Business,09-09-2022
C-0943,Individual,10-09-2022
C-0944,Individual,10-09-2022
C-0945,Business,10-09-2022
C-0946,Individual,10-09-2022
C-0947,Individual,11-09-2022
C-0948,Individual,11-09-2022
C-0949,Business,11-09-2022
C-0950,Individual,12-09-2022
C-0951,Individual,12-09-2022
C-0952,Individual,12-09-2022
C-0953,Individual,12-09-2022
C-0954,Individual,13-09-2022
C-0955,Individual,13-09-2022
C-0956,Business,13-09-2022
C-0957,Individual,13-09-2022
C-0958,Individual,14-09-2022
C-0959,Business,14-09-2022
C-0960,Individual,14-09-2022
C-0961,Business,14-09-2022
C-0962,Individual,15-09-2022
C-0963,Individual,15-09-2022
C-0964,Individual,15-09-2022
C-0965,Individual,16-09-2022
C-0966,Individual,16-09-2022
C-0967,Individual,16-09-2022
C-0968,Individual,16-09-2022
C-0969,Individual,17-09-2022
C-0970,Individual,17-09-2022
C-0971,Individual,17-09-2022
C-0972,Individual,17-09-2022
C-0973,Individual,18-09-2022
C-0974,Individual,18-09-2022
C-0975,Business,18-09-2022
C-0976,Individual,18-09-2022
C-0977,Individual,19-09-2022
C-0978,Individual,19-09-2022
C-0979,Individual,19-09-2022
C-0980,Individual,20-09-2022
C-0981,Business,20-09-2022
C-0982,Business,20-09-2022
C-0983,Business,20-09-2022
C-0984,Individual,21-09-2022
C-0985,Individual,21-09-2022
C-0986,Individual,21-09-2022
C-0987,Individual,21-09-2022
C-0988,Individual,22-09-2022
C-0989,Individual,22-09-2022
C-0990,Individual,22-09-2022
C-0991,Individual,22-09-2022
C-0992,Individual,23-09-2022
C-0993,Individual,23-09-2022
C-0994,Individual,23-09-2022
C-0995,Business,24-09-2022
C-0996,Individual,24-09-2022
C-0997,Business,24-09-2022
C-0998,Individual,24-09-2022
C-0999,Individual,25-09-2022
C-1000,Individual,25-09-2022
C-1001,Individual,25-09-2022
C-1002,Individual,25-09-2022
C-1003,Individual,26-09-2022
C-1004,Individual,26-09-2022
C-1005,Individual,26-09-2022
C-1006,Individual,26-09-2022
C-1007,Individual,27-09-2022
C-1008,Business,27-09-2022
C-1009,Individual,27-09-2022
C-1010,Business,28-09-2022
C-1011,Individual,28-09-2022
C-1012,Individual,28-09-2022
C-1013,Individual,28-09-2022
C-1014,Business,29-09-2022
C-1015,Individual,29-09-2022
C-1016,Individual,29-09-2022
C-1017,Individual,29-09-2022
C-1018,Individual,30-09-2022
C-1019,Individual,30-09-2022
C-1020,Individual,30-09-2022
C-1021,Individual,01-10-2022
C-1022,Individual,01-10-2022
C-1023,Individual,01-10-2022
C-1024,Individual,01-10-2022
C-1025,Individual,02-10-2022
C-1026,Individual,02-10-2022
C-1027,Individual,02-10-2022
C-1028,Business,02-10-2022
C-1029,Individual,03-10-2022
C-1030,Business,03-10-2022
C-1031,Individual,03-10-2022
C-1032,Individual,03-10-2022
C-1033,Individual,04-10-2022
C-1034,Individual,04-10-2022
C-1035,Individual,04-10-2022
C-1036,Individual,05-10-2022
C-1037,Individual,05-10-2022
C-1038,Individual,05-10-2022
C-1039,Business,05-10-2022
C-1040,Individual,06-10-2022
C-1041,Business,06-10-2022
C-1042,Individual,06-10-2022
C-1043,Business,06-10-2022
C-1044,Individual,07-10-2022
C-1045,Individual,07-10-2022
C-1046,Business,07-10-2022
C-1047,Individual,07-10-2022
C-1048,Business,08-10-2022
C-1049,Business,08-10-2022
C-1050,Business,08-10-2022
C-1051,Individual,09-10-2022
C-1052,Individual,09-10-2022
C-1053,Individual,09-10-2022
C-1054,Individual,09-10-2022
C-1055,Individual,10-10-2022
C-1056,Individual,10-10-2022
C-1057,Individual,10-10-2022
C-1058,Individual,10-10-2022
C-1059,Individual,11-10-2022
C-1060,Business,11-10-2022
C-1061,Individual,11-10-2022
C-1062,Individual,11-10-2022
C-1063,Business,12-10-2022
C-1064,Individual,12-10-2022
C-1065,Individual,12-10-2022
C-1066,Business,13-10-2022
C-1067,Individual,13-10-2022
C-1068,Individual,13-10-2022
C-1069,Individual,13-10-2022
C-1070,Individual,14-10-2022
C-1071,Individual,14-10-2022
C-1072,Business,14-10-2022
C-1073,Business,14-10-2022
C-1074,Individual,15-10-2022
C-1075,Individual,15-10-2022
C-1076,Business,15-10-2022
C-1077,Business,15-10-2022
C-1078,Individual,16-10-2022
C-1079,Individual,16-10-2022
C-1080,Business,16-10-2022
C-1081,Individual,17-10-2022
C-1082,Individual,17-10-2022
C-1083,Individual,17-10-2022
C-1084,Business,17-10-2022
C-1085,Individual,18-10-2022
C-1086,Business,18-10-2022
C-1087,Individual,18-10-2022
C-1088,Individual,18-10-2022
C-1089,Individual,19-10-2022
C-1090,Business,19-10-2022
C-1091,Individual,19-10-2022
C-1092,Individual,20-10-2022
C-1093,Individual,20-10-2022
C-1094,Individual,20-10-2022
C-1095,Individual,20-10-2022
C-1096,Individual,21-10-2022
C-1097,Individual,21-10-2022
C-1098,Individual,21-10-2022
C-1099,Individual,21-10-2022
C-1100,Business,22-10-2022
C-1101,Individual,22-10-2022
C-1102,Individual,22-10-2022
C-1103,Business,22-10-2022
C-1104,Individual,23-10-2022
C-1105,Individual,23-10-2022
C-1106,Individual,23-10-2022
C-1107,Individual,24-10-2022
C-1108,Individual,24-10-2022
C-1109,Individual,24-10-2022
C-1110,Individual,24-10-2022
C-1111,Individual,25-10-2022
C-1112,Individual,25-10-2022
C-1113,Business,25-10-2022
C-1114,Business,25-10-2022
C-1115,Business,26-10-2022
C-1116,Individual,26-10-2022
C-1117,Individual,26-10-2022
C-1118,Individual,26-10-2022
C-1119,Business,27-10-2022
C-1120,Individual,27-10-2022
C-1121,Individual,27-10-2022
C-1122,Individual,28-10-2022
C-1123,Individual,28-10-2022
C-1124,Individual,28-10-2022
C-1125,Individual,28-10-2022
C-1126,Individual,29-10-2022
C-1127,Individual,29-10-2022
C-1128,Individual,29-10-2022
C-1129,Individual,29-10-2022
C-1130,Individual,30-10-2022
C-1131,Business,30-10-2022
C-1132,Individual,30-10-2022
C-1133,Individual,30-10-2022
C-1134,Business,31-10-2022
C-1135,Business,31-10-2022
C-1136,Business,31-10-2022
C-1137,Individual,01-11-2022
C-1138,Individual,01-11-2022
C-1139,Business,01-11-2022
C-1140,Individual,01-11-2022
C-1141,Individual,02-11-2022
C-1142,Individual,02-11-2022
C-1143,Individual,02-11-2022
C-1144,Individual,02-11-2022
C-1145,Individual,03-11-2022
C-1146,Individual,03-11-2022
C-1147,Individual,03-11-2022
C-1148,Individual,03-11-2022
C-1149,Business,04-11-2022
C-1150,Business,04-11-2022
C-1151,Individual,04-11-2022
C-1152,Individual,05-11-2022
C-1153,Business,05-11-2022
C-1154,Individual,05-11-2022
C-1155,Individual,05-11-2022
C-1156,Business,06-11-2022
C-1157,Individual,06-11-2022
C-1158,Individual,06-11-2022
C-1159,Individual,06-11-2022
C-1160,Individual,07-11-2022
C-1161,Business,07-11-2022
C-1162,Individual,07-11-2022
C-1163,Individual,08-11-2022
C-1164,Individual,08-11-2022
C-1165,Individual,08-11-2022
C-1166,Business,08-11-2022
C-1167,Individual,09-11-2022
C-1168,Individual,09-11-2022
C-1169,Business,09-11-2022
C-1170,Individual,09-11-2022
C-1171,Business,10-11-2022
C-1172,Individual,10-11-2022
C-1173,Individual,10-11-2022
C-1174,Individual,10-11-2022
C-1175,Business,11-11-2022
C-1176,Individual,11-11-2022
C-1177,Individual,11-11-2022
C-1178,Individual,12-11-2022
C-1179,Individual,12-11-2022
C-1180,Individual,12-11-2022
C-1181,Individual,12-11-2022
C-1182,Individual,13-11-2022
C-1183,Business,13-11-2022
C-1184,Individual,13-11-2022
C-1185,Individual,13-11-2022
C-1186,Individual,14-11-2022
C-1187,Individual,14-11-2022
C-1188,Business,14-11-2022
C-1189,Individual,14-11-2022
C-1190,Individual,15-11-2022
C-1191,Business,15-11-2022
C-1192,Business,15-11-2022
C-1193,Individual,16-11-2022
C-1194,Business,16-11-2022
C-1195,Individual,16-11-2022
C-1196,Individual,16-11-2022
C-1197,Individual,17-11-2022
C-1198,Individual,17-11-2022
C-1199,Individual,17-11-2022
C-1200,Business,17-11-2022
C-1201,Individual,18-11-2022
C-1202,Individual,18-11-2022
C-1203,Individual,18-11-2022
C-1204,Business,18-11-2022
C-1205,Individual,19-11-2022
C-1206,Individual,19-11-2022
C-1207,Individual,19-11-2022
C-1208,Individual,20-11-2022
C-1209,Business,20-11-2022
C-1210,Individual,20-11-2022
C-1211,Business,20-11-2022
C-1212,Individual,21-11-2022
C-1213,Business,21-11-2022
C-1214,Individual,21-11-2022
C-1215,Individual,21-11-2022
C-1216,Business,22-11-2022
C-1217,Individual,22-11-2022
C-1218,Individual,22-11-2022
C-1219,Individual,23-11-2022
C-1220,Individual,23-11-2022
C-1221,Individual,23-11-2022
C-1222,Individual,23-11-2022
C-1223,Individual,24-11-2022
C-1224,Individual,24-11-2022
C-1225,Individual,24-11-2022
C-1226,Individual,24-11-2022
C-1227,Business,25-11-2022
C-1228,Business,25-11-2022
C-1229,Individual,25-11-2022
C-1230,Individual,25-11-2022
C-1231,Individual,26-11-2022
C-1232,Individual,26-11-2022
C-1233,Business,26-11-2022
C-1234,Individual,27-11-2022
C-1235,Individual,27-11-2022
C-1236,Individual,27-11-2022
C-1237,Individual,27-11-2022
C-1238,Individual,28-11-2022
C-1239,Business,28-11-2022
C-1240,Individual,28-11-2022
C-1241,Individual,28-11-2022
C-1242,Individual,29-11-2022
C-1243,Individual,29-11-2022
C-1244,Individual,29-11-2022
C-1245,Individual,29-11-2022
C-1246,Individual,30-11-2022
C-1247,Individual,30-11-2022
C-1248,Individual,30-11-2022
C-1249,Individual,01-12-2022
C-1250,Individual,01-12-2022
C-1251,Individual,01-12-2022
C-1252,Individual,01-12-2022
C-1253,Individual,02-12-2022
C-1254,Individual,02-12-2022
C-1255,Individual,02-12-2022
C-1256,Individual,02-12-2022
C-1257,Individual,03-12-2022
C-1258,Individual,03-12-2022
C-1259,Individual,03-12-2022
C-1260,Individual,03-12-2022
C-1261,Individual,04-12-2022
C-1262,Individual,04-12-2022
C-1263,Individual,04-12-2022
C-1264,Business,05-12-2022
C-1265,Individual,05-12-2022
C-1266,Individual,05-12-2022
C-1267,Individual,05-12-2022
C-1268,Individual,06-12-2022
C-1269,Individual,06-12-2022
C-1270,Individual,06-12-2022
C-1271,Individual,06-12-2022
C-1272,Individual,07-12-2022
C-1273,Individual,07-12-2022
C-1274,Individual,07-12-2022
C-1275,Individual,07-12-2022
C-1276,Business,08-12-2022
C-1277,Individual,08-12-2022
C-1278,Business,08-12-2022
C-1279,Business,09-12-2022
C-1280,Individual,09-12-2022
C-1281,Individual,09-12-2022
C-1282,Individual,09-12-2022
C-1283,Business,10-12-2022
C-1284,Individual,10-12-2022
C-1285,Individual,10-12-2022
C-1286,Individual,10-12-2022
C-1287,Individual,11-12-2022
C-1288,Individual,11-12-2022
C-1289,Business,11-12-2022
C-1290,Individual,12-12-2022
C-1291,Individual,12-12-2022
C-1292,Individual,12-12-2022
C-1293,Individual,12-12-2022
C-1294,Individual,13-12-2022
C-1295,Business,13-12-2022
C-1296,Individual,13-12-2022
C-1297,Individual,13-12-2022
C-1298,Business,14-12-2022
C-1299,Business,14-12-2022
C-1300,Individual,14-12-2022
C-1301,Individual,14-12-2022
C-1302,Individual,15-12-2022
C-1303,Individual,15-12-2022
C-1304,Individual,15-12-2022
C-1305,Individual,16-12-2022
C-1306,Individual,16-12-2022
C-1307,Individual,16-12-2022
C-1308,Business,16-12-2022
C-1309,Business,17-12-2022
C-1310,Individual,17-12-2022
C-1311,Business,17-12-2022
C-1312,Individual,17-12-2022
C-1313,Individual,18-12-2022
C-1314,Individual,18-12-2022
C-1315,Individual,18-12-2022
C-1316,Individual,18-12-2022
C-1317,Individual,19-12-2022
C-1318,Individual,19-12-2022
C-1319,Individual,19-12-2022
C-1320,Individual,20-12-2022
C-1321,Individual,20-12-2022
C-1322,Individual,20-12-2022
C-1323,Business,20-12-2022
C-1324,Individual,21-12-2022
C-1325,Individual,21-12-2022
C-1326,Business,21-12-2022
C-1327,Individual,21-12-2022
C-1328,Business,22-12-2022
C-1329,Individual,22-12-2022
C-1330,Individual,22-12-2022
C-1331,Business,22-12-2022
C-1332,Individual,23-12-2022
C-1333,Individual,23-12-2022
C-1334,Business,23-12-2022
C-1335,Individual,24-12-2022
C-1336,Business,24-12-2022
C-1337,Business,24-12-2022
C-1338,Individual,24-12-2022
C-1339,Individual,25-12-2022
C-1340,Individual,25-12-2022
C-1341,Individual,25-12-2022
C-1342,Individual,25-12-2022
C-1343,Individual,26-12-2022
C-1344,Individual,26-12-2022
C-1345,Individual,26-12-2022
C-1346,Individual,26-12-2022
C-1347,Business,27-12-2022
C-1348,Individual,27-12-2022
C-1349,Individual,27-12-2022
C-1350,Business,28-12-2022
C-1351,Individual,28-12-2022
C-1352,Individual,28-12-2022
C-1353,Individual,28-12-2022
C-1354,Individual,29-12-2022
C-1355,Individual,29-12-2022
C-1356,Individual,29-12-2022
C-1357,Individual,29-12-2022
C-1358,Individual,30-12-2022
C-1359,Individual,30-12-2022
C-1360,Business,30-12-2022
C-1361,Individual,31-12-2022
C-1362,Individual,31-12-2022
C-1363,Business,31-12-2022
C-1364,Individual,31-12-2022
C-1365,Individual,01-01-2023
C-1366,Individual,01-01-2023
C-1367,Individual,01-01-2023
C-1368,Individual,01-01-2023
C-1369,Individual,02-01-2023
C-1370,Individual,02-01-2023
C-1371,Individual,02-01-2023
C-1372,Individual,02-01-2023
C-1373,Business,03-01-2023
C-1374,Individual,03-01-2023
C-1375,Business,03-01-2023
C-1376,Individual,04-01-2023
C-1377,Individual,04-01-2023
C-1378,Individual,04-01-2023
C-1379,Business,04-01-2023
C-1380,Individual,05-01-2023
C-1381,Individual,05-01-2023
C-1382,Business,05-01-2023
C-1383,Individual,05-01-2023
C-1384,Individual,06-01-2023
C-1385,Individual,06-01-2023
C-1386,Individual,06-01-2023
C-1387,Individual,06-01-2023
C-1388,Individual,07-01-2023
C-1389,Business,07-01-2023
C-1390,Individual,07-01-2023
C-1391,Individual,08-01-2023
C-1392,Business,08-01-2023
C-1393,Individual,08-01-2023
C-1394,Individual,08-01-2023
C-1395,Individual,09-01-2023
C-1396,Individual,09-01-2023
C-1397,Individual,09-01-2023
C-1398,Business,09-01-2023
C-1399,Individual,10-01-2023
C-1400,Business,10-01-2023
C-1401,Individual,10-01-2023
C-1402,Individual,10-01-2023
C-1403,Business,11-01-2023
C-1404,Individual,11-01-2023
C-1405,Individual,11-01-2023
C-1406,Individual,12-01-2023
C-1407,Individual,12-01-2023
C-1408,Individual,12-01-2023
C-1409,Business,12-01-2023
C-1410,Individual,13-01-2023
C-1411,Individual,13-01-2023
C-1412,Individual,13-01-2023
C-1413,Business,13-01-2023
C-1414,Individual,14-01-2023
C-1415,Individual,14-01-2023
C-1416,Individual,14-01-2023
C-1417,Individual,14-01-2023
C-1418,Individual,15-01-2023
C-1419,Business,15-01-2023
C-1420,Individual,15-01-2023
C-1421,Individual,16-01-2023
C-1422,Individual,16-01-2023
C-1423,Individual,16-01-2023
C-1424,Business,16-01-2023
C-1425,Individual,17-01-2023
C-1426,Individual,17-01-2023
C-1427,Individual,17-01-2023
C-1428,Individual,17-01-2023
C-1429,Business,18-01-2023
C-1430,Individual,18-01-2023
C-1431,Business,18-01-2023
C-1432,Individual,19-01-2023
C-1433,Individual,19-01-2023
C-1434,Individual,19-01-2023
C-1435,Business,19-01-2023
C-1436,Individual,20-01-2023
C-1437,Business,20-01-2023
C-1438,Individual,20-01-2023
C-1439,Business,20-01-2023
C-1440,Individual,21-01-2023
C-1441,Individual,21-01-2023
C-1442,Business,21-01-2023
C-1443,Individual,21-01-2023
C-1444,Individual,22-01-2023
C-1445,Individual,22-01-2023
C-1446,Individual,22-01-2023
C-1447,Individual,23-01-2023
C-1448,Individual,23-01-2023
C-1449,Individual,23-01-2023
C-1450,Individual,23-01-2023
C-1451,Business,24-01-2023
C-1452,Individual,24-01-2023
C-1453,Individual,24-01-2023
C-1454,Business,24-01-2023
C-1455,Individual,25-01-2023
C-1456,Individual,25-01-2023
C-1457,Individual,25-01-2023
C-1458,Individual,25-01-2023
C-1459,Individual,26-01-2023
C-1460,Individual,26-01-2023
C-1461,Individual,26-01-2023
C-1462,Individual,27-01-2023
C-1463,Individual,27-01-2023
C-1464,Business,27-01-2023
C-1465,Individual,27-01-2023
C-1466,Individual,28-01-2023
C-1467,Individual,28-01-2023
C-1468,Individual,28-01-2023
C-1469,Individual,28-01-2023
C-1470,Individual,29-01-2023
C-1471,Individual,29-01-2023
C-1472,Individual,29-01-2023
C-1473,Individual,29-01-2023
C-1474,Individual,30-01-2023
C-1475,Business,30-01-2023
C-1476,Individual,30-01-2023
C-1477,Business,31-01-2023
C-1478,Individual,31-01-2023
C-1479,Individual,31-01-2023
C-1480,Individual,31-01-2023
C-1481,Business,01-02-2023
C-1482,Individual,01-02-2023
C-1483,Individual,01-02-2023
C-1484,Business,01-02-2023
C-1485,Business,02-02-2023
C-1486,Individual,02-02-2023
C-1487,Individual,02-02-2023
C-1488,Individual,03-02-2023
C-1489,Individual,03-02-2023
C-1490,Individual,03-02-2023
C-1491,Individual,03-02-2023
C-1492,Individual,04-02-2023
C-1493,Individual,04-02-2023
C-1494,Individual,04-02-2023
C-1495,Business,04-02-2023
C-1496,Individual,05-02-2023
C-1497,Individual,05-02-2023
C-1498,Individual,05-02-2023
C-1499,Individual,05-02-2023
C-1500,Individual,06-02-2023
C-1501,Business,06-02-2023
C-1502,Business,06-02-2023
C-1503,Individual,07-02-2023
C-1504,Individual,07-02-2023
C-1505,Business,07-02-2023
C-1506,Business,07-02-2023
C-1507,Business,08-02-2023
C-1508,Individual,08-02-2023
C-1509,Individual,08-02-2023
C-1510,Business,08-02-2023
C-1511,Business,09-02-2023
C-1512,Individual,09-02-2023
C-1513,Individual,09-02-2023
C-1514,Business,09-02-2023
C-1515,Individual,10-02-2023
C-1516,Individual,10-02-2023
C-1517,Business,10-02-2023
C-1518,Individual,11-02-2023
C-1519,Individual,11-02-2023
C-1520,Individual,11-02-2023
C-1521,Individual,11-02-2023
C-1522,Individual,12-02-2023
C-1523,Business,12-02-2023
C-1524,Business,12-02-2023
C-1525,Business,12-02-2023
C-1526,Individual,13-02-2023
C-1527,Business,13-02-2023
C-1528,Individual,13-02-2023
C-1529,Individual,13-02-2023
C-1530,Individual,14-02-2023
C-1531,Individual,14-02-2023
C-1532,Individual,14-02-2023
C-1533,Individual,15-02-2023
C-1534,Individual,15-02-2023
C-1535,Individual,15-02-2023
C-1536,Individual,15-02-2023
C-1537,Individual,16-02-2023
C-1538,Business,16-02-2023
C-1539,Individual,16-02-2023
C-1540,Individual,16-02-2023
C-1541,Business,17-02-2023
C-1542,Individual,17-02-2023
C-1543,Individual,17-02-2023
C-1544,Individual,17-02-2023
C-1545,Individual,18-02-2023
C-1546,Individual,18-02-2023
C-1547,Business,18-02-2023
C-1548,Individual,19-02-2023
C-1549,Business,19-02-2023
C-1550,Individual,19-02-2023
C-1551,Individual,19-02-2023
C-1552,Business,20-02-2023
C-1553,Business,20-02-2023
C-1554,Individual,20-02-2023
C-1555,Individual,20-02-2023
C-1556,Individual,21-02-2023
C-1557,Individual,21-02-2023
C-1558,Individual,21-02-2023
C-1559,Individual,22-02-2023
C-1560,Individual,22-02-2023
C-1561,Individual,22-02-2023
C-1562,Individual,22-02-2023
C-1563,Business,23-02-2023
C-1564,Individual,23-02-2023
C-1565,Individual,23-02-2023
C-1566,Individual,23-02-2023
C-1567,Individual,24-02-2023
C-1568,Individual,24-02-2023
C-1569,Individual,24-02-2023
C-1570,Individual,24-02-2023
C-1571,Individual,25-02-2023
C-1572,Individual,25-02-2023
C-1573,Individual,25-02-2023
C-1574,Individual,26-02-2023
C-1575,Individual,26-02-2023
C-1576,Individual,26-02-2023
C-1577,Individual,26-02-2023
C-1578,Individual,27-02-2023
C-1579,Individual,27-02-2023
C-1580,Individual,27-02-2023
C-1581,Individual,27-02-2023
C-1582,Business,28-02-2023
C-1583,Business,28-02-2023
C-1584,Business,28-02-2023
C-1585,Individual,28-02-2023
C-1586,Individual,01-03-2023
C-1587,Individual,01-03-2023
C-1588,Individual,01-03-2023
C-1589,Individual,02-03-2023
C-1590,Individual,02-03-2023
C-1591,Individual,02-03-2023
C-1592,Business,02-03-2023
C-1593,Individual,03-03-2023
C-1594,Individual,03-03-2023
C-1595,Individual,03-03-2023
C-1596,Individual,03-03-2023
C-1597,Individual,04-03-2023
C-1598,Individual,04-03-2023
C-1599,Individual,04-03-2023
C-1600,Individual,04-03-2023
C-1601,Individual,05-03-2023
C-1602,Individual,05-03-2023
C-1603,Business,05-03-2023
C-1604,Individual,06-03-2023
C-1605,Business,06-03-2023
C-1606,Individual,06-03-2023
C-1607,Business,06-03-2023
C-1608,Business,07-03-2023
C-1609,Individual,07-03-2023
C-1610,Individual,07-03-2023
C-1611,Individual,07-03-2023
C-1612,Business,08-03-2023
C-1613,Individual,08-03-2023
C-1614,Individual,08-03-2023
C-1615,Individual,08-03-2023
C-1616,Individual,09-03-2023
C-1617,Individual,09-03-2023
C-1618,Individual,09-03-2023
C-1619,Individual,10-03-2023
C-1620,Individual,10-03-2023
C-1621,Individual,10-03-2023
C-1622,Business,10-03-2023
C-1623,Business,11-03-2023
C-1624,Individual,11-03-2023
C-1625,Individual,11-03-2023
C-1626,Business,11-03-2023
C-1627,Individual,12-03-2023
C-1628,Individual,12-03-2023
C-1629,Individual,12-03-2023
C-1630,Individual,13-03-2023
C-1631,Individual,13-03-2023
C-1632,Individual,13-03-2023
C-1633,Individual,13-03-2023
C-1634,Individual,14-03-2023
C-1635,Individual,14-03-2023
C-1636,Individual,14-03-2023
C-1637,Individual,14-03-2023
C-1638,Individual,15-03-2023
C-1639,Individual,15-03-2023
C-1640,Individual,15-03-2023
C-1641,Individual,15-03-2023
C-1642,Individual,16-03-2023
C-1643,Individual,16-03-2023
C-1644,Individual,16-03-2023
C-1645,Individual,17-03-2023
C-1646,Individual,17-03-2023
C-1647,Business,17-03-2023
C-1648,Individual,17-03-2023
C-1649,Individual,18-03-2023
C-1650,Individual,18-03-2023
C-1651,Individual,18-03-2023
C-1652,Individual,18-03-2023
C-1653,Business,19-03-2023
C-1654,Individual,19-03-2023
C-1655,Individual,19-03-2023
C-1656,Individual,19-03-2023
C-1657,Business,20-03-2023
C-1658,Individual,20-03-2023
C-1659,Individual,20-03-2023
C-1660,Individual,21-03-2023
C-1661,Business,21-03-2023
C-1662,Individual,21-03-2023
C-1663,Individual,21-03-2023
C-1664,Business,22-03-2023
C-1665,Individual,22-03-2023
C-1666,Individual,22-03-2023
C-1667,Individual,22-03-2023
C-1668,Business,23-03-2023
C-1669,Individual,23-03-2023
C-1670,Business,23-03-2023
C-1671,Individual,23-03-2023
C-1672,Individual,24-03-2023
C-1673,Individual,24-03-2023
C-1674,Individual,24-03-2023
C-1675,Individual,25-03-2023
C-1676,Individual,25-03-2023
C-1677,Individual,25-03-2023
C-1678,Individual,25-03-2023
C-1679,Individual,26-03-2023
C-1680,Individual,26-03-2023
C-1681,Individual,26-03-2023
C-1682,Individual,26-03-2023
C-1683,Individual,27-03-2023
C-1684,Business,27-03-2023
C-1685,Business,27-03-2023
C-1686,Individual,27-03-2023
C-1687,Individual,28-03-2023
C-1688,Business,28-03-2023
C-1689,Individual,28-03-2023
C-1690,Business,29-03-2023
C-1691,Business,29-03-2023
C-1692,Individual,29-03-2023
C-1693,Individual,29-03-2023
C-1694,Individual,30-03-2023
C-1695,Individual,30-03-2023
C-1696,Individual,30-03-2023
C-1697,Individual,30-03-2023
C-1698,Individual,31-03-2023
C-1699,Individual,31-03-2023
C-1700,Individual,31-03-2023
C-1701,Business,01-04-2023
C-1702,Individual,01-04-2023
C-1703,Business,01-04-2023
C-1704,Individual,01-04-2023
C-1705,Business,02-04-2023
C-1706,Individual,02-04-2023
C-1707,Business,02-04-2023
C-1708,Business,02-04-2023
C-1709,Business,03-04-2023
C-1710,Individual,03-04-2023
C-1711,Business,03-04-2023
C-1712,Individual,03-04-2023
C-1713,Individual,04-04-2023
C-1714,Individual,04-04-2023
C-1715,Business,04-04-2023
C-1716,Individual,05-04-2023
C-1717,Individual,05-04-2023
C-1718,Individual,05-04-2023
C-1719,Business,05-04-2023
C-1720,Individual,06-04-2023
C-1721,Individual,06-04-2023
C-1722,Business,06-04-2023
C-1723,Individual,06-04-2023
C-1724,Individual,07-04-2023
C-1725,Individual,07-04-2023
C-1726,Individual,07-04-2023
C-1727,Individual,07-04-2023
C-1728,Individual,08-04-2023
C-1729,Individual,08-04-2023
C-1730,Business,08-04-2023
C-1731,Individual,09-04-2023
C-1732,Individual,09-04-2023
C-1733,Individual,09-04-2023
C-1734,Business,09-04-2023
C-1735,Individual,10-04-2023
C-1736,Individual,10-04-2023
C-1737,Business,10-04-2023
C-1738,Individual,10-04-2023
C-1739,Individual,11-04-2023
C-1740,Individual,11-04-2023
C-1741,Business,11-04-2023
C-1742,Individual,11-04-2023
C-1743,Business,12-04-2023
C-1744,Individual,12-04-2023
C-1745,Individual,12-04-2023
C-1746,Individual,13-04-2023
C-1747,Business,13-04-2023
C-1748,Individual,13-04-2023
C-1749,Individual,13-04-2023
C-1750,Individual,14-04-2023
C-1751,Individual,14-04-2023
C-1752,Business,14-04-2023
C-1753,Individual,14-04-2023
C-1754,Individual,15-04-2023
C-1755,Individual,15-04-2023
C-1756,Business,15-04-2023
C-1757,Individual,15-04-2023
C-1758,Individual,16-04-2023
C-1759,Business,16-04-2023
C-1760,Individual,16-04-2023
C-1761,Individual,17-04-2023
C-1762,Individual,17-04-2023
C-1763,Individual,17-04-2023
C-1764,Individual,17-04-2023
C-1765,Individual,18-04-2023
C-1766,Individual,18-04-2023
C-1767,Individual,18-04-2023
